objectid,plazacode,plazaname,concessionairetype,plazatype,city,state,concessionairename,longitude,latitude
1975,520013,Haliyapur,Conc.,State,Sultanpur,Uttar Pradesh,Prakash Asphalting & Toll Hwys,26.512581,81.766916
1976,520014,Kurebhar,Conc.,State,Sultanpur,Uttar Pradesh,Prakash Asphalting & Toll Hwys,26.389542,82.126251
1977,520015,Semri,Conc.,State,Sultanpur,Uttar Pradesh,Prakash Asphalting & Toll Hwys,26.356825,82.260675
1978,520016,Dostpur,Conc.,State,Sultanpur,Uttar Pradesh,Prakash Asphalting & Toll Hwys,26.282603,82.474925
1979,520017,Bhelara,Conc.,State,Sultanpur,Uttar Pradesh,Prakash Asphalting & Toll Hwys,26.226938,82.670703
1980,520018,Fulvariya,Conc.,State,Azamgarh,Uttar Pradesh,Prakash Asphalting & Toll Hwys,26.159909,82.862836
1981,520019,Sehda,Conc.,State,Azamgarh,Uttar Pradesh,Prakash Asphalting & Toll Hwys,26.114701,83.134473
1982,520020,Sathiyon,Conc.,State,Azamgarh,Uttar Pradesh,Prakash Asphalting & Toll Hwys,26.043438,83.277038
1983,520021,Raipur-Baghpur,Conc.,State,Ghazipur,Uttar Pradesh,Prakash Asphalting & Toll Hwys,25.834083,83.564128
1984,520022,Belsari,Conc.,State,Ghazipur,Uttar Pradesh,Prakash Asphalting & Toll Hwys,25.637696,83.839836
1985,536020,Adalaj Toll Plaza,Conc.,State,Adalaj,Gujarat,Gujarat Road and Infra Co Ltd,23.18649,72.5602
1986,536021,Mehsana Toll Plaza,Conc.,State,Mehsana,Gujarat,Gujarat Road and Infra Co Ltd,23.52749,72.38813
1987,352063,Bandlapalli Toll Plaza,PF,National,Bandlapalli,Andhra Pradesh,NHAI,13.336395,78.612892
1988,330130,Binaswas Toll Plaza,PF,National,Bilara,Rajasthan,NHAI,26.121857,74.062484
1989,330129,Biratiya Toll Plaza,PF,National,Jaitaran,Rajasthan,NHAI,26.121857,74.062484
1990,312049,Karman Toll Plaza,DBFOT,National,Palwal,Haryana,DA Toll Road Pvt Ltd,27.85546,77.40264
1991,312050,Gadpuri Toll Plaza,DBFOT,National,Palwal,Haryana,DA Toll Road Pvt Ltd,28.24923826,77.29142359
1992,330124,Gangajali Toll Plaza,PF,National,Poogal,Rajasthan,NHAI,28.475248,72.61884
1993,345088,Bansa (Damoh) Toll Plaza,Conc.,State,Damoh,Madhya Pradesh,RSI STONE WORLD PVT LTD,23.805957,79.370837
1994,330125,Seora Toll Plaza,PF,National,Bap,Rajasthan,NHAI,27.51125,72.279986
1995,330126,Barsalpur Toll Plaza,PF,National,Goru,Rajasthan,NHAI,28.047877,72.349573
1996,381000,Managethi Toll Plaza,PF,National,Ariyalur,Tamil Nadu,Kallagam Meensurutti Hwy Pvt,11.14185,79.242155
1997,345091,Talen Mirzapur Toll Plaza,PF,National,Rajgarh,Madhya Pradesh,Anil Kumar Shukla,23.585443,76.737047
1998,345086,Bhopal Vidisha Toll Plaza,Conc.,State,Sukhisewania,Madhya Pradesh,R.M.N. Tollways Pvt Ltd,23.37114,77.50287
1999,540059,Limbe Toll Plaza,Conc.,State,Aurangabad,Maharashtra,Keti Sangam Infra,19.779805,75.194678
2000,360062,Kallakudi Toll Plaza,Conc.,National,Kallakudi,Tamil Nadu,KNR Srirangam Infra Pvt Ltd,10.99696,78.96709
2001,345090,Sarasdol Toll Plaza,PF,National,Jabalpur,Madhya Pradesh,NHAI,23.115915,79.049163
2002,340042,Hativale Fee Plaza,PF,National,Hativale,Maharashtra,KCC Buildcon Pvt. Ltd.,16.611829,73.545512
2003,360060,Kodikottai Toll Plaza,PF,National,Manjani,Tamil Nadu,MD YOUSUF ALI,9.887952,78.8477
2004,360061,Vennathur Toll Plaza,PF,National,Manjani,Tamil Nadu,MD YOUSUF ALI,9.542493,78.863225
2005,330128,Beer Mandi Toll Plaza,PF,National,Suket,Rajasthan,Patel Darah Jhalawar Highway,24.642639,76.027472
2006,345087,Chanatoriya (Sagar) Toll Plaza,Conc.,State,Sagar,Madhya Pradesh,RSI STONE WORLD PVT LTD,23.88747,78.87
2007,340044,Chachadgaon Toll Plaza,PF,National,Nashik,Maharashtra,NHAI,20.223616,73.664849
2008,312051,Chandlana Toll Plaza,PF,National,Chandlana,Haryana,NHAI,29.861128,76.641341
2009,312052,Mohna Toll Plaza,PF,National,Mohna,Haryana,NHAI,29.650296,76.559183
2010,312053,Kheri Sharaf Ali Toll Plaza,PF,National,Kheri Sharaf Ali,Haryana,NHAI,29.552076,76.534499
2011,312054,Bahri Toll Plaza,PF,National,Bahri,Haryana,NHAI,29.485337,76.512439
2012,312055,Amrawali Khera Toll Plaza,PF,National,Amrawali Khera,Haryana,NHAI,29.366693,76.481095
2013,312057,Kilazafargarh Toll Plaza,PF,National,Kilazafargarh,Haryana,NHAI,29.098408,76.425469
2014,312058,Bainsi Toll Plaza,PF,National,Bainsi,Haryana,NHAI,29.026614,76.399856
2015,312059,Kharkhara Toll Plaza,PF,National,Kharkhara,Haryana,NHAI,28.926778,76.376
2016,312060,Kherari Toll Plaza,PF,National,Kherari,Haryana,NHAI,28.826478,76.348169
2017,312061,Dadri Toll Plaza,PF,National,Dadri,Haryana,NHAI,28.606077,76.304827
2018,312062,Buchawas Toll Plaza,PF,National,Buchawas,Haryana,NHAI,28.304683,76.223563
2019,312064,Jat Guwana Toll Plaza,PF,National,Jat Guwana,Haryana,NHAI,28.121286,76.179413
2020,312065,Pabanawa Toll Plaza,PF,National,Pabanawa,Haryana,NHAI,29.904809,76.646841
2021,345089,Ghatabillod Toll Plaza,Conc.,State,Pithampur,Madhya Pradesh,MPRDC,22.64411,75.568497
2022,340045,Dhumka Tondgaon Toll Plaza,PF,National,Washim,Maharashtra,NHAI,20.01351,77.13994
2023,340043,Champa Toll Plaza,PF,National,Nagpur,Maharashtra,NHAI,20.96707,79.204168
2024,540028,Kopra Kharghar Toll Plaza,Conc.,State,Navi Mumbai,Maharashtra,Sahakar Global Ltd.,19.037473,73.078256
2025,545106,Mudiyapara Fee Plaza,PF,National,Bodla,Chhattisgarh,NHAI,22.155822,81.228744
2026,540029,SPTPL Navi Mumbai,Conc.,State,Navi Mumbai,Maharashtra,Sahakar Global Ltd.,19.029739,73.089815
2027,570024,Khanpur Toll,Conc.,State,Jhalawar,Rajasthan,RIDCOR Ltd,24.657272,76.315022
2028,570035,Ujjain-Jhalawar(Binda),Conc.,State,Jhalawar,Rajasthan,RIDCOR Ltd,24.418694,76.188203
2029,570039,MB(Gundwa),Conc.,State,Bharatpur,Rajasthan,RIDCOR Infra Project Ltd,27.248519,77.469328
2030,570040,GB (Newadiya),Conc.,State,Sawai Madhopur,Rajasthan,RIDCOR Infra Project Ltd,26.378622,76.546867
2031,375031,Jharpokharia Toll Plaza,PF,National,Jharpokharia,Odisha,NHAI,22.180518,86.636253
2032,545107,Limha Toll Plaza,PF,National,Bilaspur,Chhattisgarh,BPRPL / Adani,22.289296,82.30303
2033,392020,Pata Toll Plaza,Conc,National,Chandil,Jharkhand,NHAI,22.930225,86.063708
2034,520030,ALEP Ramp Plaza 133,Conc.,State,Etawah,Uttar Pradesh,Sahakar Global Ltd,26.909319,79.331535
2035,570032,KK Toll Plaza,Conc.,State,Alwar,Rajasthan,RIDCOR Ltd,28.105358,76.70805
2036,312066,Bamla Toll Plaza,PF,National,Bhiwani,Haryana,NHAI,28.8048,76.2232
2037,570027,Jetpur Toll Plaza,Conc.,State,Bikaner,Rajasthan,RIDCOR Ltd,28.886175,74.019717
2038,570028,Sangaria Toll Plaza,Conc.,State,Bikaner,Rajasthan,RIDCOR Ltd,29.720628,74.438664
2039,340046,Ankadhal,PF,National,Solapur,Maharashtra,NHAI,17.35945,75.079423
2040,360066,Enamkariyandal Toll Plaza,PF,National,Tiruvannamalai,Tamil Nadu,M/s Jai Kamatanath & Company,12.287294,79.06909
2041,360067,Thennamadevi Toll Plaza,PF,National,Tiruvannamalai,Tamil Nadu,M/s Jai Kamatanath & Company,11.989279,79.475046
2042,340047,Ichgaon,PF,National,Ichgaon,Maharashtra,NHAI,17.592193,75.591492
2043,540041,Malegaon Toll Plaza,PF,State,Washim,Maharashtra,NMSCEL,20.283102,76.972215
2044,540043,Dusarbid Toll Plaza,PF,State,Buldhana,Maharashtra,NMSCEL,20.034216,76.31799
2045,540047,Sawangi Toll Plaza,PF,State,Aurangabad,Maharashtra,NMSCEL,19.967322,75.378833
2046,540048,Maliwada Toll Plaza,PF,State,Aurangabad,Maharashtra,NMSCEL,19.940412,75.164195
2047,540049,Hadas Pimpalgaon Toll Plaza,PF,State,Aurangabad,Maharashtra,NMSCEL,19.931252,74.950029
2048,540050,Ghaigaon Jambargaon Toll Plaza,PF,State,Aurangabad,Maharashtra,NMSCEL,19.893828,74.784524
2049,540051,Kokmathan Toll Plaza,PF,State,Aurangabad,Maharashtra,NMSCEL,19.84029,74.473085
2050,540033,Waifal Toll Plaza,PF,State,Nagpur,Maharashtra,NMSCEL,20.978788,78.932204
2051,540035,Yelkali Toll Plaza,PF,State,Wardha,Maharashtra,NMSCEL,20.802832,78.597029
2052,540036,Virul Toll Plaza,PF,State,Wardha,Maharashtra,NMSCEL,20.791275,78.351523
2053,540037,Dhamangaon Toll Plaza,PF,State,Amravati,Maharashtra,NMSCEL,20.737368,78.140779
2054,540039,Karanja Lad Toll Plaza,PF,State,Washim,Maharashtra,NMSCEL,20.51565,77.459831
2055,540040,Shelu Bazar/Wanoza Toll Plaza,PF,State,Washim,Maharashtra,NMSCEL,20.391363,77.222332
2056,540045,Nidhhona Toll Plaza,PF,State,Jalna,Maharashtra,NMSCEL,19.884275,75.845577
2057,540046,Shendra MIDC Toll Plaza,PF,State,Aurangabad,Maharashtra,NMSCEL,19.906443,75.48958
2058,352064,Cholasamundram Toll Plaza,PF,National,Hindupur,Andhra Pradesh,NHAI,13.811786,77.576451
2059,570041,Bahala Toll Plaza,PF,National,Alwar,Rajasthan,NHAI,27.5273,76.7169
2060,570033,Ralayati KM 9 Toll Plaza,Conc.,State,Jhalawar,Rajasthan,RIDCOR Ltd,24.562992,76.114578
2061,570034,Rajpura KM 24 Toll Plaza,Conc.,State,Jhalawar,Rajasthan,RIDCOR Ltd,23.957803,75.860369
2062,570016,Kolu Toll Plaza,Conc.,State,Jodhpur,Rajasthan,RIDCOR Ltd,26.904603,72.312525
2063,570017,Kelankot Toll Plaza,Conc.,State,Barmer,Rajasthan,RIDCOR Ltd,26.108914,72.376761
2064,570018,Bhooka Toll Plaza,Conc.,State,Barmer,Rajasthan,RIDCOR Ltd,25.640861,72.000211
2065,570019,Naya Nagar Toll Plaza,Conc.,State,Barmer,Rajasthan,RIDCOR Ltd,25.248178,71.733328
2066,570025,Sikandra Toll,Conc.,State,Dausa,Rajasthan,RIDCOR Ltd,26.978589,76.573914
2067,570026,Mahuwa Toll,Conc.,State,Alwar,Rajasthan,RIDCOR Ltd,27.457686,76.607661
2068,570029,Papri Toll,Conc.,State,Alwar,Rajasthan,RIDCOR Ltd,27.714361,76.742856
2069,570030,Tijara Toll,Conc.,State,Alwar,Rajasthan,RIDCOR Ltd,27.922797,76.838581
2070,570031,Bhiwadi Toll,Conc.,State,Alwar,Rajasthan,RIDCOR Ltd,28.174303,76.824531
2071,570010,Kasari Toll Plaza,Conc.,State,Nagaur,Rajasthan,RIDCOR Ltd,27.023008,74.811117
2072,570011,Chapri Toll Plaza,Conc.,State,Nagaur,Rajasthan,RIDCOR Ltd,27.349756,74.671431
2073,570012,Padiyara Toll Plaza,Conc.,State,Churu,Rajasthan,RIDCOR Ltd,27.916553,74.554469
2074,570013,Malasar Toll Plaza,Conc.,State,Churu,Rajasthan,RIDCOR Ltd,28.262625,74.565161
2075,570014,Pallu Toll Plaza,Conc.,State,Hanumangarh,Rajasthan,RIDCOR Ltd,28.951956,74.225031
2076,570036,Toparia Toll Plaza,Conc.,State,Hanumagarh,Rajasthan,RIDCOR Infra Project Ltd,29.277272,74.631967
2077,570037,Gogamedi Toll Plaza,Conc.,State,Hanumagarh,Rajasthan,RIDCOR Infra Project Ltd,29.134011,75.058531
2078,570038,Amarpura Toll Plaza,Conc.,State,Hanumagarh,Rajasthan,RIDCOR Infra Project Ltd,29.085436,75.320028
2079,570020,Bagdi KM 14 Toll Plaza,Conc.,State,Dausa,Rajasthan,RIDCOR Ltd,26.43195,76.373506
2080,570021,Bhadoti Toll Plaza,Conc.,State,Sawai Madhopur,Rajasthan,RIDCOR Ltd,26.224711,76.370728
2081,570022,Indragarh Toll Plaza,Conc.,State,Bundi,Rajasthan,RIDCOR Ltd,25.743931,76.168992
2082,570023,Patan Gudla Plaza,Conc.,State,Bundi,Rajasthan,RIDCOR Ltd,25.2856,75.897097
2083,360064,Upparpatti,PF,National,Upparpatti,Tamil Nadu,NHAI,9.942242,77.419467
2084,520023,RTP36 Yamuna Toll Plaza,Conc.,State,Jewar,Uttar Pradesh,M/s. Jaypee Infratech Ltd,28.141426,77.574548
2085,360068,Thirupathisaram Toll Plaza,PF,National,Nagercoil,Tamil Nadu,NHAI,8.206201,77.460289
2086,2010,Ahmedabad Ring Road 2,Conc.,National,Ahmedabad,Gujarat,IRB,22.9713406,72.6613226
2087,520032,Jorwara Toll Plaza,PF,National,Jorwara,Uttar Pradesh,NHAI,25.246369,81.2754626
2088,570047,Karel Toll Plaza,PF,National,Udaipur,Rajasthan,NHAI,24.2128,73.3524
